Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment Type
10/1/2016,85327,Majestic Beaut,1,32.95,0,19.07,1
12/18/2016,85224,Majestic Beaut,1,32.95,0,20.57,3
10/18/2016,85327,Fun Fly,1,4.95,0,3.3,7
12/24/2016,85224,Crested Beaut,1,37.95,0,23.34,3
11/18/2016,85001,Fun Fly,1,4.95,0,3,6
10/1/2016,85224,Fun Fly,1,4.95,0,3.43,5
10/6/2016,85224,Crested Beaut,2,75.9,0,45.52,7
10/28/2016,85327,Majestic Beaut,1,32.95,0,20.18,5
10/12/2016,85001,Crested Beaut,1,37.95,0,22.44,1
11/12/2016,85001,Bellen,1,24.95,0,12.74,5
11/25/2016,85001,Majestic Beaut,1,32.95,0,19.44,4
10/31/2016,85224,Carlota,1,27.95,0,12.06,5
11/20/2016,85224,Fun Fly,1,4.95,0,2.43,5
11/16/2016,85224,Fun Fly,1,4.95,0,2.48,4
11/9/2016,85001,Quad,1,43.96,0,22.23,7
11/27/2016,85327,Fun Fly,1,4.95,0,2.8,6
12/20/2016,85001,Fun Fly,3,14.85,0,8.22,4
10/27/2016,85224,Majestic Beaut,1,32.95,0,19.17,3
11/13/2016,85224,Yanaki,1,28.75,0,15.84,6
10/25/2016,85327,Quad,1,43.96,0,21.35,7
11/7/2016,85224,Yanaki,1,28.75,0,15.55,2
11/12/2016,85224,Fun Fly,1,4.95,0,2.55,5
10/6/2016,85001,Fun Fly,1,4.95,0,3.96,7
11/24/2016,85001,Quad,6,263.76,0.1,134.04,6
12/7/2016,85001,Fun Fly,1,4.95,0,2.51,5
11/27/2016,85224,Fun Fly,1,4.95,0,4.05,1
10/4/2016,85001,Fun Fly,6,29.7,0.1,23.52,1
11/9/2016,85327,Quad,2,87.92,0,43.88,5
12/10/2016,85001,Yanaki,1,28.75,0,14.9,7
10/22/2016,85001,Carlota,2,55.9,0,24.48,7
11/29/2016,85001,Fun Fly,1,4.95,0,3.36,3
10/22/2016,85001,Bellen,2,49.9,0,27.16,5
10/8/2016,85327,Yanaki,3,86.25,0,45.39,7
10/12/2016,85224,Fun Fly,1,4.95,0,3.86,6
12/11/2016,85001,Majestic Beaut,2,65.9,0,38.32,5
11/17/2016,85327,Fun Fly,6,29.7,0.1,21.72,1
12/8/2016,85001,Fun Fly,6,29.7,0.1,20.1,3
12/10/2016,85001,Carlota,1,27.95,0,12.72,7
12/16/2016,85327,Fun Fly,1,4.95,0,3.82,2
11/13/2016,85224,Bellen,1,24.95,0,12.78,6
12/11/2016,85001,Fun Fly,1,4.95,0,2.53,1
10/6/2016,85001,Quad,1,43.96,0,22.5,6
11/20/2016,85224,Yanaki,1,28.75,0,15.8,5
11/9/2016,85001,Fun Fly,1,4.95,0,3.62,4
10/25/2016,85327,Quad,2,87.92,0,43.6,4
12/11/2016,85001,Bellen,6,149.7,0.1,86.82,2
10/16/2016,85001,Yanaki,1,28.75,0,14.43,5
10/15/2016,85001,Fun Fly,3,14.85,0,11.01,7
10/18/2016,85001,Fun Fly,1,4.95,0,3.31,3
12/16/2016,85001,Bellen,1,24.95,0,13.79,7
10/27/2016,85001,Quad,2,87.92,0,43,7
10/13/2016,85224,Crested Beaut,1,37.95,0,23.17,3
11/20/2016,85224,Quad,1,43.96,0,22.66,7
10/24/2016,85327,Fun Fly,1,4.95,0,3.9,2
12/2/2016,85327,Fun Fly,1,4.95,0,3.27,1
11/20/2016,85001,Fun Fly,1,4.95,0,3.83,3
10/21/2016,85224,Bellen,3,74.85,0,41.25,3
12/21/2016,85001,Bellen,1,24.95,0,12.95,5
10/11/2016,85327,Carlota,1,27.95,0,13.26,7
10/28/2016,85001,Carlota,1,27.95,0,13.31,5
12/3/2016,85001,Yanaki,1,28.75,0,14.53,1
11/13/2016,85001,Bellen,1,24.95,0,13.91,3
11/22/2016,85001,Crested Beaut,4,151.8,0.1,88.64,5
10/22/2016,85327,Fun Fly,1,4.95,0,3.93,3
12/16/2016,85001,Carlota,1,27.95,0,11.89,3
11/18/2016,85001,Quad,1,43.96,0,22.75,7
12/18/2016,85224,Quad,1,43.96,0,23.01,5
11/12/2016,85224,Fun Fly,1,4.95,0,2.82,5
12/16/2016,85001,Yanaki,1,28.75,0,15.66,4
12/23/2016,85001,Carlota,6,167.7,0.1,71.34,5
10/15/2016,85327,Majestic Beaut,6,197.7,0.1,121.62,5
12/2/2016,85001,Fun Fly,1,4.95,0,4.09,2
11/20/2016,85327,Fun Fly,2,9.9,0,6.78,7
12/12/2016,85001,Fun Fly,1,4.95,0,3.3,7
11/29/2016,85001,Quad,6,263.76,0.1,134.22,5
11/26/2016,85001,Yanaki,1,28.75,0,15.01,1
10/16/2016,85327,Fun Fly,1,4.95,0,2.59,7
11/24/2016,85001,Quad,3,131.88,0,63.78,6
10/24/2016,85001,Fun Fly,1,4.95,0,2.61,2
12/14/2016,85001,Majestic Beaut,1,32.95,0,20.5,1
11/27/2016,85224,Fun Fly,6,29.7,0.1,16.38,4
12/12/2016,85001,Majestic Beaut,1,32.95,0,20.35,1
11/17/2016,85327,Fun Fly,1,4.95,0,3.49,4
12/23/2016,85224,Fun Fly,1,4.95,0,3.8,1
12/13/2016,85001,Yanaki,1,28.75,0,14.68,7
12/22/2016,85001,Majestic Beaut,1,32.95,0,19.4,4
12/14/2016,85001,Carlota,1,27.95,0,12.66,3
10/15/2016,85001,Fun Fly,1,4.95,0,2.93,7
11/7/2016,85327,Quad,1,43.96,0,22.23,3
10/29/2016,85327,Bellen,1,24.95,0,14.01,2
12/1/2016,85001,Fun Fly,1,4.95,0,3.58,4
11/24/2016,85001,Quad,1,43.96,0,22.28,3
12/22/2016,85001,Fun Fly,1,4.95,0,3.71,1
11/8/2016,85001,Fun Fly,1,4.95,0,2.47,3
10/8/2016,85224,Quad,4,175.84,0.1,88.68,2
10/2/2016,85224,Majestic Beaut,1,32.95,0,19.13,2
10/5/2016,85001,Quad,1,43.96,0,21.42,3
12/10/2016,85224,Fun Fly,1,4.95,0,3.65,5
10/2/2016,85327,Quad,3,131.88,0,68.64,4
10/16/2016,85327,Yanaki,1,28.75,0,14.41,3
10/5/2016,85224,Aspen,1,27.95,0,11.89,3
10/9/2016,85224,Majestic Beaut,1,32.95,0,19.82,1
11/18/2016,85327,Fun Fly,1,4.95,0,3,3
10/29/2016,85001,Fun Fly,1,4.95,0,2.52,7
11/26/2016,85224,Fun Fly,1,4.95,0,3.51,6
11/25/2016,85001,Yanaki,1,28.75,0,15.79,7
10/9/2016,85001,Bellen,1,24.95,0,14.28,7
10/16/2016,85224,Quad,1,43.96,0,21.34,5
12/24/2016,85001,Yanaki,3,86.25,0,43.32,1
11/9/2016,85001,Fun Fly,1,4.95,0,2.4,5
10/28/2016,85001,Fun Fly,1,4.95,0,3.17,4
11/23/2016,85001,Fun Fly,1,4.95,0,2.74,1
10/23/2016,85327,Bellen,2,49.9,0,25.7,3
10/22/2016,85001,Fun Fly,1,4.95,0,4.09,7
11/11/2016,85001,Fun Fly,1,4.95,0,3.16,5
12/20/2016,85001,Majestic Beaut,1,32.95,0,19.27,4
10/2/2016,85224,Fun Fly,1,4.95,0,3.43,7
11/26/2016,85001,Carlota,1,27.95,0,13.16,3
12/9/2016,85224,Fun Fly,3,14.85,0,8.52,2
11/26/2016,85224,Fun Fly,1,4.95,0,4.06,2
12/12/2016,85001,Fun Fly,1,4.95,0,2.63,4
10/16/2016,85327,Fun Fly,6,29.7,0.1,18.06,3
10/10/2016,85327,Crested Beaut,1,37.95,0,22.03,3
11/14/2016,85327,Yanaki,1,28.75,0,14.96,4
11/12/2016,85001,Fun Fly,1,4.95,0,2.4,5
10/1/2016,85001,Fun Fly,1,4.95,0,2.65,5
12/13/2016,85001,Yanaki,1,28.75,0,15.44,6
12/22/2016,85001,Fun Fly,1,4.95,0,3.88,7
11/22/2016,85001,Yanaki,1,28.75,0,15.94,4
11/2/2016,85001,Fun Fly,2,9.9,0,6.22,3
12/11/2016,85001,Fun Fly,1,4.95,0,3.53,3
10/20/2016,85224,Majestic Beaut,1,32.95,0,19.45,3
11/7/2016,85224,Carlota,1,27.95,0,13.21,5
11/18/2016,85224,Majestic Beaut,1,32.95,0,19.47,5
10/10/2016,85224,Majestic Beaut,1,32.95,0,19.98,4
11/13/2016,85001,Quad,1,43.96,0,21.77,4
10/30/2016,85001,Aspen,1,27.95,0,12.86,5
12/21/2016,85327,Quad,1,43.96,0,21.48,5
12/4/2016,85001,Quad,1,43.96,0,22.6,3
12/8/2016,85224,Fun Fly,1,4.95,0,4.02,5
11/18/2016,85001,Aspen,1,27.95,0,12.17,7
10/4/2016,85224,Fun Fly,1,4.95,0,2.74,5
11/20/2016,85001,Fun Fly,1,4.95,0,3.79,7
11/6/2016,85001,Carlota,1,27.95,0,12.6,2
11/15/2016,85001,Crested Beaut,1,37.95,0,23.15,3
11/24/2016,85001,Bellen,1,24.95,0,13.93,7
11/3/2016,85224,Yanaki,1,28.75,0,15.82,7
11/24/2016,85001,Fun Fly,1,4.95,0,3.2,7
12/12/2016,85001,Quad,1,43.96,0,23.01,8
11/18/2016,85001,Fun Fly,6,29.7,0.1,18.36,5
10/25/2016,85001,Bellen,1,24.95,0,12.92,7
10/28/2016,85224,Yanaki,1,28.75,0,16.08,5
11/5/2016,85001,Quad,2,87.92,0,43.08,5
11/26/2016,85224,Quad,1,43.96,0,21.74,3
11/23/2016,85327,Aspen,1,27.95,0,12.13,7
10/4/2016,85001,Aspen,1,27.95,0,12.27,3
12/19/2016,85224,Bellen,1,24.95,0,14.22,4
11/16/2016,85224,Carlota,1,27.95,0,12.3,4
10/24/2016,85224,Fun Fly,1,4.95,0,2.47,4
10/2/2016,85224,Fun Fly,1,4.95,0,2.67,8
10/7/2016,85001,Fun Fly,1,4.95,0,3.91,7
11/13/2016,85327,Fun Fly,1,4.95,0,3.8,4
10/22/2016,85001,Fun Fly,1,4.95,0,3.35,8
10/21/2016,85001,Fun Fly,4,19.8,0.1,16.56,7
10/4/2016,85224,Quad,1,43.96,0,22.41,7
12/4/2016,85327,Fun Fly,1,4.95,0,4.04,8
11/12/2016,85224,Quad,1,43.96,0,21.88,5
10/6/2016,85224,Yanaki,1,28.75,0,15.06,4
10/3/2016,85327,Fun Fly,1,4.95,0,2.96,7
12/3/2016,85224,Yanaki,1,28.75,0,15.59,3
11/14/2016,85001,Yanaki,1,28.75,0,14.37,6
10/29/2016,85224,Crested Beaut,1,37.95,0,22.06,6
10/6/2016,85327,Fun Fly,1,4.95,0,3.55,3
11/23/2016,85001,Quad,1,43.96,0,22.4,7
10/25/2016,85001,Majestic Beaut,4,131.8,0.1,79.64,7
12/24/2016,85327,Quad,4,175.84,0.1,85.08,6
10/25/2016,85001,Fun Fly,1,4.95,0,3.01,7
12/8/2016,85001,Yanaki,1,28.75,0,15.84,3
11/30/2016,85327,Fun Fly,1,4.95,0,3.75,7
10/26/2016,85001,Carlota,1,27.95,0,12.68,7
12/5/2016,85001,Majestic Beaut,1,32.95,0,20.53,3
11/15/2016,85327,Carlota,1,27.95,0,11.88,3
10/29/2016,85001,Bellen,6,149.7,0.1,86.82,3
10/22/2016,85327,Bellen,1,24.95,0,13.8,3
10/10/2016,85001,Fun Fly,6,29.7,0.1,15.66,8
10/3/2016,85001,Aspen,1,27.95,0,12.33,5
11/6/2016,85224,Bellen,1,24.95,0,13.41,7
10/7/2016,85001,Fun Fly,6,29.7,0.1,18.9,2
11/24/2016,85327,Yanaki,1,28.75,0,16.16,1
11/12/2016,85001,Crested Beaut,1,37.95,0,23.05,5
12/10/2016,85001,Quad,1,43.96,0,22.31,7
11/25/2016,85001,Fun Fly,1,4.95,0,2.81,4
12/6/2016,85001,Carlota,1,27.95,0,12.75,1
12/21/2016,85224,Bellen,1,24.95,0,14.13,7
10/19/2016,85001,Fun Fly,1,4.95,0,2.74,3
11/21/2016,85001,Fun Fly,1,4.95,0,2.53,7
11/24/2016,85224,Yanaki,1,28.75,0,15.83,6
10/5/2016,85001,Fun Fly,1,4.95,0,3.52,6
12/13/2016,85001,Majestic Beaut,1,32.95,0,20.05,7
10/11/2016,85224,Fun Fly,1,4.95,0,4.15,5
10/3/2016,85001,Fun Fly,1,4.95,0,2.7,7
10/10/2016,85001,Quad,1,43.96,0,21.27,3
11/29/2016,85001,Carlota,1,27.95,0,13.08,3
11/28/2016,85327,Quad,1,43.96,0,21.88,7
12/17/2016,85224,Fun Fly,1,4.95,0,2.65,7
11/30/2016,85327,Fun Fly,1,4.95,0,3.02,5
10/27/2016,85001,Bellen,1,24.95,0,13.79,3
10/25/2016,85327,Yanaki,1,28.75,0,14.54,7
12/3/2016,85001,Crested Beaut,2,75.9,0,44.82,1
10/24/2016,85327,Carlota,1,27.95,0,12.95,4
11/1/2016,85224,Quad,6,263.76,0.1,131.22,7
12/13/2016,85224,Fun Fly,6,29.7,0.1,23.28,5
10/16/2016,85224,Fun Fly,1,4.95,0,3.55,4
12/1/2016,85224,Fun Fly,1,4.95,0,2.54,1
12/10/2016,85001,Bellen,2,49.9,0,27.36,2
11/29/2016,85001,Fun Fly,1,4.95,0,2.84,5
11/2/2016,85001,Quad,1,43.96,0,22.24,1
10/8/2016,85001,Fun Fly,2,9.9,0,5.98,6
11/27/2016,85001,Majestic Beaut,3,98.85,0,59.94,4
12/3/2016,85224,Aspen,4,111.8,0.1,50.04,3
10/15/2016,85224,Majestic Beaut,6,197.7,0.1,122.76,5
12/22/2016,85327,Yanaki,6,172.5,0.1,86.58,7
11/29/2016,85224,Yanaki,1,28.75,0,14.78,4
10/27/2016,85327,Carlota,1,27.95,0,13.36,6
10/5/2016,85001,Fun Fly,1,4.95,0,4.06,5
11/17/2016,85001,Fun Fly,1,4.95,0,3.64,6
11/26/2016,85001,Fun Fly,1,4.95,0,2.45,7
11/29/2016,85001,Carlota,6,167.7,0.1,81.06,1
10/9/2016,85001,Majestic Beaut,1,32.95,0,20.56,6
10/29/2016,85224,Quad,2,87.92,0,42.8,4
10/12/2016,85001,Carlota,1,27.95,0,12.58,5
10/20/2016,85327,Majestic Beaut,1,32.95,0,20.38,7
11/20/2016,85001,Carlota,1,27.95,0,13.07,7
10/20/2016,85001,Yanaki,1,28.75,0,14.88,4
10/21/2016,85224,Quad,1,43.96,0,21.35,4
12/12/2016,85224,Majestic Beaut,6,197.7,0.1,122.76,7
11/27/2016,85224,Fun Fly,1,4.95,0,3.4,1
11/3/2016,85327,Fun Fly,1,4.95,0,2.75,2
10/15/2016,85327,Quad,4,175.84,0.1,85.52,8
10/9/2016,85224,Crested Beaut,1,37.95,0,22.71,2
11/13/2016,85224,Quad,1,43.96,0,21.96,3
10/24/2016,85327,Fun Fly,1,4.95,0,3.76,4
10/18/2016,85327,Fun Fly,2,9.9,0,6.12,4
12/19/2016,85001,Bellen,1,24.95,0,13.56,7
11/30/2016,85224,Majestic Beaut,1,32.95,0,19.12,5
11/20/2016,85001,Fun Fly,1,4.95,0,3.54,8
10/19/2016,85327,Quad,4,175.84,0.1,90.68,3
12/12/2016,85001,Yanaki,1,28.75,0,16.06,5
12/11/2016,85001,Quad,1,43.96,0,21.28,1
10/30/2016,85224,Quad,1,43.96,0,22.98,7
10/18/2016,85327,Fun Fly,1,4.95,0,2.82,1
12/18/2016,85224,Fun Fly,1,4.95,0,3.15,1
10/9/2016,85224,Yanaki,2,57.5,0,30.6,4
11/15/2016,85001,Carlota,1,27.95,0,13.28,4
11/8/2016,85001,Quad,6,263.76,0.1,132.12,4
12/24/2016,85001,Majestic Beaut,1,32.95,0,18.93,4
11/20/2016,85001,Crested Beaut,1,37.95,0,21.94,5
11/24/2016,85327,Fun Fly,2,9.9,0,8.32,7
11/23/2016,85001,Fun Fly,1,4.95,0,2.59,5
12/4/2016,85327,Quad,6,263.76,0.1,132.42,7
11/4/2016,85001,Fun Fly,1,4.95,0,2.71,3
10/30/2016,85001,Fun Fly,1,4.95,0,3.41,3
10/2/2016,85001,Yanaki,1,28.75,0,15.87,5
11/6/2016,85001,Carlota,1,27.95,0,12.45,6
11/7/2016,85001,Bellen,1,24.95,0,13.64,7
12/20/2016,85001,Bellen,1,24.95,0,12.9,5
10/23/2016,85001,Majestic Beaut,1,32.95,0,18.91,3
12/14/2016,85224,Carlota,2,55.9,0,23.64,6
11/11/2016,85001,Fun Fly,1,4.95,0,2.45,5
11/17/2016,85224,Fun Fly,1,4.95,0,4.07,5
11/16/2016,85001,Fun Fly,2,9.9,0,7.6,8
12/18/2016,85327,Aspen,1,27.95,0,11.27,3
11/30/2016,85001,Crested Beaut,1,37.95,0,22.1,6
12/23/2016,85001,Crested Beaut,3,113.85,0,65.13,5
10/2/2016,85001,Bellen,1,24.95,0,13.13,3
11/23/2016,85001,Fun Fly,1,4.95,0,3.84,3
12/20/2016,85001,Carlota,1,27.95,0,12.48,6
10/10/2016,85001,Fun Fly,1,4.95,0,3.91,5
10/16/2016,85001,Carlota,1,27.95,0,11.82,6
11/7/2016,85001,Fun Fly,1,4.95,0,3.69,3
10/30/2016,85001,Majestic Beaut,1,32.95,0,19.57,2
10/7/2016,85327,Fun Fly,1,4.95,0,3.46,6
11/10/2016,85224,Fun Fly,6,29.7,0.1,22.2,3
10/5/2016,85224,Majestic Beaut,1,32.95,0,19.42,5
12/11/2016,85224,Fun Fly,1,4.95,0,3.89,3
12/7/2016,85327,Majestic Beaut,1,32.95,0,19.74,6
11/11/2016,85001,Quad,1,43.96,0,22.52,6
10/21/2016,85327,Fun Fly,2,9.9,0,5.02,7
11/30/2016,85224,Carlota,1,27.95,0,12.48,3
11/17/2016,85224,Yanaki,2,57.5,0,29.52,3
11/12/2016,85224,Fun Fly,1,4.95,0,2.48,6
11/12/2016,85001,Carlota,1,27.95,0,12.17,5
11/12/2016,85001,Fun Fly,6,29.7,0.1,16.68,4
11/29/2016,85224,Fun Fly,1,4.95,0,3.56,3
11/1/2016,85001,Fun Fly,1,4.95,0,2.57,1
10/9/2016,85224,Aspen,1,27.95,0,11.27,5
11/3/2016,85001,Majestic Beaut,1,32.95,0,19.27,6
12/24/2016,85001,Carlota,6,167.7,0.1,72.18,1
12/24/2016,85224,Aspen,2,55.9,0,24.12,5
11/21/2016,85001,Crested Beaut,6,227.7,0.1,138.18,4
11/30/2016,85224,Fun Fly,4,19.8,0.1,13.76,5
10/30/2016,85001,Fun Fly,1,4.95,0,3.05,6
10/24/2016,85001,Majestic Beaut,1,32.95,0,19.71,3
10/10/2016,85001,Fun Fly,1,4.95,0,3.81,3
12/13/2016,85001,Carlota,1,27.95,0,12.12,3
10/18/2016,85001,Fun Fly,1,4.95,0,3.13,7
11/27/2016,85001,Fun Fly,1,4.95,0,3.85,6
12/23/2016,85001,Majestic Beaut,4,131.8,0.1,75.92,5
10/26/2016,85327,Fun Fly,1,4.95,0,2.94,7
10/5/2016,85001,Fun Fly,1,4.95,0,2.49,7
12/11/2016,85224,Carlota,1,27.95,0,12.81,7
10/7/2016,85001,Fun Fly,1,4.95,0,3.81,5
10/7/2016,85001,Bellen,1,24.95,0,13.55,3
10/14/2016,85001,Fun Fly,1,4.95,0,2.86,7
12/22/2016,85001,Yanaki,1,28.75,0,14.82,4
11/29/2016,85001,Fun Fly,4,19.8,0.1,9.56,5
10/8/2016,85001,Majestic Beaut,3,98.85,0,61.71,5
12/22/2016,85327,Fun Fly,1,4.95,0,4.04,7
11/4/2016,85001,Carlota,6,167.7,0.1,73.86,4
10/10/2016,85327,Carlota,6,167.7,0.1,73.14,8
11/22/2016,85327,Carlota,1,27.95,0,13.32,8
10/19/2016,85327,Fun Fly,1,4.95,0,3.03,3
10/26/2016,85224,Quad,1,43.96,0,22.16,4
12/18/2016,85327,Fun Fly,3,14.85,0,12.09,1
12/13/2016,85224,Carlota,1,27.95,0,12.72,6
12/23/2016,85001,Fun Fly,1,4.95,0,2.37,4
12/21/2016,85224,Carlota,1,27.95,0,11.72,3
10/18/2016,85224,Crested Beaut,6,227.7,0.1,134.64,3
12/3/2016,85001,Fun Fly,1,4.95,0,3.16,1
12/9/2016,85001,Carlota,2,55.9,0,24.16,1
10/21/2016,85327,Aspen,1,27.95,0,12.5,7
11/8/2016,85224,Fun Fly,1,4.95,0,3.64,7
10/20/2016,85001,Bellen,1,24.95,0,14.08,6
10/6/2016,85224,Quad,1,43.96,0,21.43,4
10/28/2016,85224,Fun Fly,6,29.7,0.1,14.28,3
12/13/2016,85327,Quad,1,43.96,0,22.26,8
10/18/2016,85224,Aspen,2,55.9,0,23.6,2
11/28/2016,85224,Fun Fly,1,4.95,0,2.81,8
11/8/2016,85327,Fun Fly,1,4.95,0,3.78,1
12/4/2016,85224,Fun Fly,1,4.95,0,4.13,3
11/5/2016,85001,Yanaki,3,86.25,0,47.88,7
11/8/2016,85001,Yanaki,6,172.5,0.1,94.92,7
12/21/2016,85327,Fun Fly,2,9.9,0,7.36,7
11/27/2016,85224,Yanaki,1,28.75,0,14.67,6
12/17/2016,85001,Fun Fly,1,4.95,0,2.54,5
11/6/2016,85327,Fun Fly,1,4.95,0,2.4,2
11/7/2016,85001,Quad,1,43.96,0,22.19,1
12/24/2016,85327,Carlota,1,27.95,0,12.58,5
10/8/2016,85001,Yanaki,1,28.75,0,15.21,3
10/1/2016,85001,Bellen,1,24.95,0,14.16,4
11/28/2016,85001,Fun Fly,6,29.7,0.1,14.7,7
10/11/2016,85224,Yanaki,1,28.75,0,15.97,5
10/6/2016,85001,Majestic Beaut,4,131.8,0.1,78.44,5
10/30/2016,85327,Carlota,1,27.95,0,12.25,8
10/21/2016,85001,Fun Fly,1,4.95,0,3.1,3
11/25/2016,85224,Carlota,2,55.9,0,26.04,5
11/3/2016,85224,Fun Fly,1,4.95,0,2.55,4
12/8/2016,85224,Fun Fly,2,9.9,0,5.88,6
11/10/2016,85001,Majestic Beaut,1,32.95,0,20.27,4
10/20/2016,85224,Bellen,4,99.8,0.1,51.96,6
10/24/2016,85001,Fun Fly,1,4.95,0,3.51,7
10/23/2016,85001,Majestic Beaut,1,32.95,0,19.49,5
12/18/2016,85224,Fun Fly,2,9.9,0,8.18,6
10/2/2016,85327,Fun Fly,1,4.95,0,3.95,7
12/10/2016,85224,Fun Fly,1,4.95,0,2.93,2
10/9/2016,85224,Yanaki,1,28.75,0,15.61,2
11/5/2016,85001,Fun Fly,1,4.95,0,3.67,3
12/20/2016,85224,Fun Fly,6,29.7,0.1,20.52,4
10/2/2016,85224,Fun Fly,1,4.95,0,4.07,4
10/15/2016,85224,Yanaki,1,28.75,0,15.08,1
11/5/2016,85327,Carlota,1,27.95,0,12.37,1
11/11/2016,85001,Carlota,1,27.95,0,12.63,7
11/1/2016,85327,Fun Fly,4,19.8,0.1,11.88,6
11/30/2016,85001,Fun Fly,2,9.9,0,7.74,7
12/20/2016,85224,Majestic Beaut,2,65.9,0,40.44,4
11/26/2016,85001,Fun Fly,1,4.95,0,2.59,3
11/17/2016,85327,Bellen,6,149.7,0.1,84.78,4
12/3/2016,85001,Fun Fly,1,4.95,0,2.63,2
11/17/2016,85001,Carlota,6,167.7,0.1,78.84,4
12/13/2016,85001,Aspen,1,27.95,0,12.71,5
10/30/2016,85327,Majestic Beaut,3,98.85,0,60.51,7
10/31/2016,85327,Fun Fly,6,29.7,0.1,16.8,7
11/13/2016,85001,Fun Fly,1,4.95,0,3.72,1
12/1/2016,85327,Bellen,2,49.9,0,26.04,6
11/23/2016,85327,Quad,1,43.96,0,22.67,7
12/14/2016,85224,Fun Fly,1,4.95,0,3.21,3
11/20/2016,85001,Yanaki,1,28.75,0,15.24,8
11/27/2016,85224,Bellen,1,24.95,0,14.13,3
12/21/2016,85224,Yanaki,2,57.5,0,28.98,7
12/5/2016,85001,Fun Fly,6,29.7,0.1,22.74,1
12/19/2016,85224,Fun Fly,1,4.95,0,3.53,6
11/16/2016,85327,Fun Fly,1,4.95,0,3.47,5
12/23/2016,85224,Bellen,2,49.9,0,25.6,7
12/24/2016,85224,Fun Fly,1,4.95,0,2.82,2
11/25/2016,85001,Fun Fly,1,4.95,0,3.63,5
12/17/2016,85327,Quad,1,43.96,0,22.98,4
10/23/2016,85001,Aspen,1,27.95,0,11.23,4
11/2/2016,85327,Fun Fly,1,4.95,0,4.06,4
11/7/2016,85001,Yanaki,1,28.75,0,14.5,5
11/18/2016,85224,Fun Fly,1,4.95,0,3.29,5
12/24/2016,85327,Fun Fly,3,14.85,0,7.44,7
10/29/2016,85001,Majestic Beaut,1,32.95,0,18.96,5
10/6/2016,85327,Aspen,2,55.9,0,22.44,1
12/18/2016,85224,Fun Fly,1,4.95,0,3.48,7
12/21/2016,85224,Fun Fly,1,4.95,0,4.14,7
10/28/2016,85224,Fun Fly,1,4.95,0,3.64,3
11/12/2016,85224,Quad,1,43.96,0,22.97,5
10/24/2016,85001,Aspen,1,27.95,0,12.19,7
10/8/2016,85001,Fun Fly,6,29.7,0.1,17.16,8
12/3/2016,85327,Quad,4,175.84,0.1,88.88,3
12/5/2016,85224,Fun Fly,6,29.7,0.1,24.3,7
10/12/2016,85224,Fun Fly,1,4.95,0,3.42,5
10/26/2016,85001,Quad,1,43.96,0,21.89,5
12/16/2016,85001,Fun Fly,1,4.95,0,2.5,8
11/29/2016,85001,Fun Fly,6,29.7,0.1,18.42,2
10/14/2016,85001,Carlota,3,83.85,0,37.17,1
10/13/2016,85224,Bellen,1,24.95,0,13.11,6
10/2/2016,85327,Yanaki,1,28.75,0,15.26,4
11/11/2016,85224,Carlota,1,27.95,0,12.29,4
11/3/2016,85001,Fun Fly,6,29.7,0.1,18.6,4
10/2/2016,85001,Yanaki,1,28.75,0,15.37,4
12/11/2016,85001,Quad,1,43.96,0,21.33,1
10/6/2016,85327,Fun Fly,1,4.95,0,3.42,5
10/19/2016,85001,Carlota,1,27.95,0,13.4,1
12/8/2016,85327,Fun Fly,1,4.95,0,3.16,3
11/26/2016,85001,Fun Fly,1,4.95,0,3.72,4
10/19/2016,85001,Majestic Beaut,1,32.95,0,20.13,8
11/24/2016,85327,Majestic Beaut,6,197.7,0.1,117.36,5
10/21/2016,85001,Fun Fly,1,4.95,0,2.95,4
11/7/2016,85224,Bellen,1,24.95,0,14.19,3
10/31/2016,85327,Yanaki,1,28.75,0,14.9,7
12/12/2016,85327,Fun Fly,2,9.9,0,7.64,3
11/1/2016,85001,Quad,1,43.96,0,21.39,2
10/23/2016,85224,Yanaki,1,28.75,0,14.72,3
12/24/2016,85327,Aspen,1,27.95,0,12.81,1
10/27/2016,85001,Quad,1,43.96,0,21.9,7
12/16/2016,85001,Majestic Beaut,2,65.9,0,39,1
10/11/2016,85327,Bellen,1,24.95,0,13.71,7
11/27/2016,85327,Fun Fly,1,4.95,0,3.63,4
10/18/2016,85001,Fun Fly,1,4.95,0,2.43,4
10/16/2016,85327,Fun Fly,1,4.95,0,2.41,7
11/12/2016,85001,Aspen,1,27.95,0,11.16,3
10/21/2016,85001,Aspen,1,27.95,0,12.13,1
10/22/2016,85224,Fun Fly,2,9.9,0,8.06,7
10/7/2016,85327,Fun Fly,1,4.95,0,3.24,3
12/22/2016,85224,Bellen,2,49.9,0,26.08,4
12/11/2016,85327,Fun Fly,1,4.95,0,2.71,7
11/25/2016,85001,Aspen,1,27.95,0,11.36,7
12/4/2016,85001,Fun Fly,1,4.95,0,2.89,2
12/11/2016,85001,Majestic Beaut,6,197.7,0.1,115.38,4
11/26/2016,85001,Fun Fly,6,29.7,0.1,14.94,1
12/23/2016,85327,Quad,2,87.92,0,45.28,1
10/23/2016,85001,Yanaki,1,28.75,0,15.99,4
12/15/2016,85001,Fun Fly,1,4.95,0,2.79,7
10/15/2016,85327,Fun Fly,1,4.95,0,3.2,4
10/4/2016,85224,Fun Fly,1,4.95,0,2.5,7
